caption, comment, image
現状1, 屋根の塗装が殆ど落ちて劣化が進んでいます。, k01.jpg
東面外壁の現状1, , k03.jpg
足場組, , k04.jpg,
足場組2, , k05.jpg,
屋根の現状1, 足場を組んでから詳細に屋根をチェックします。, k06.jpg
屋根の現状2, , k07.jpg
北面庇の現状, 傷んだ部分もチェック, ka03.jpg
北側外壁・庇の現状, 除草し除草剤を捲く, ka04.jpg
戸袋の現状, , ka05.jpg
棟金物の設置, 北面外壁に割れ, ka06.jpg
屋根高圧洗浄1, , ka07_1.jpg
屋根高圧洗浄2, , ka07.jpg
屋根高圧洗浄3, , ka08.jpg
ご近所の駐車場の洗浄, , ka09.jpg
お隣の駐輪場も洗浄, , ka10.jpg
養生1, 塗ってはいけない部分はビニールシートで覆います。, kak1.jpg
東面外壁の現状1, , kak2.jpg
ひび割れ補修, , kak3.jpg
換気扇回りの補修2, , kak4.jpg
下塗り1, 足場を組んでから詳細に屋根をチェックします。, kak5.jpg
外壁下塗り1, , kak6.jpg
外壁下塗り2, , kak7_1.jpg
外壁下塗り3, , kak7.jpg
軒天下塗り3, , kak8.jpg
屋根下塗り1, , kak9.jpg
屋根下塗り2, , kak10.jpg
下塗り3, , kak11.jpg
棟板金補修1, , kak12.jpg
棟板金補修2, , kak13.jpg
板金補修3 , , kak14.jpg
屋根板金補修完了, , kak15.jpg
出窓の屋根塗装, , kak16.jpg
屋根下塗り板金補修完了, , kak17.jpg
外壁下塗り1, 劣化した庇を撤去して新しい庇を取付るための下地を取付けます。, kak18.jpg
外壁下塗り2, , kak20.jpg
外壁下塗り3, , kak19.jpg
中塗り1, 排水管も美感を考えて排水管も塗装します。, kak21.jpg
中塗り2, , kak22.jpg
外壁中上塗り1, , kak23.jpg
外壁中上塗り2, , kak24.jpg
庇の下塗り3, , kak25.jpg
外壁下塗り4, , kak26.jpg
外壁の中上塗り1, , kak31.jpg
屋根中上塗り3, , kak27.jpg
軒天下塗り3, , kak28.jpg
屋根上塗り1, , kak29.jpg
屋根上塗り2, , kak30.jpg
上塗り3, , kak32.jpg
東面外壁塗装1, , kk1.jpg
東面外壁塗装2, , kk2.jpg
サッシ廻りの掃除, , kk3.jpg
玄関扉の補修と塗装, , kk4.jpg
玄関扉の補修と塗装, , kak33_0.jpg
玄関扉の補修と塗装, , kak33.jpg
玄関扉の補修, , kak33_1.jpg
玄関扉の補修・塗装, , kak33_2.jpg
取手の磨き, 玄関の取手も真鍮磨きでピカピカに仕上げました。取手もピカピカ!, kak34.jpg
完了後の掃除, 玄関の軒天も美感を考えて塗装しました。, kak36.jpg
出窓の軒天の塗装, , kak35.jpg
庇の取付け1, , kak37.jpg
庇の取付け2, 既製品で丈夫な庇を取付けました。, kak38.jpg
既設の庇のコーキング1, 既設の庇は外壁との取り合いを雨仕舞のコーキングで補修しタッチアップ塗装で修復しました。, kak39.jpg
既設の庇のコーキング2, , kak40.jpg
足場外し1, , kak40_1.jpg
足場外し2, , kak40_2.jpg
清掃, , kak41.jpg
足場外しの後の点検1, 塗装むらや塗りの甘いところをチェック。タッチアップで補修します。, kak43_1.jpg
足場外しの後の点検2, kak44.jpg
足場外しの後の点検3, kak45.jpg
全景1, , kak43.jpg
全景2, , kak46.jpg
潜戸の補修1, , kk4_1.jpg
潜戸の補修2, , kk4_2.jpg
潜戸の補修3, , kk5.jpg
